bus_id,route_id,route_nm,route_ord,node_id,ars_id,node_nm,lngt,la
b000001,113900009,마포16,1,113900260,14492,마포16번종점,126.8988594,37.5608656
b000002,113900015,마포09,1,113900284,14495,망원유수지.마포구민체육센터,126.8985925,37.55649687
b000003,113900010,마포07,1,113900285,14496,양화진성지,126.9119308,37.54564037
b000004,114900002,양천02,1,114900082,15501,강서보건소.9호선등촌역,126.8680475,37.54903807
b000005,114900001,양천01,1,114900082,15501,강서보건소.9호선등촌역,126.8680475,37.54903807
b000006,114900003,양천03,1,114900097,15596,신정이펜하우스1단지,126.828095,37.515057
b000007,113900017,마포18-1,1,113900315,14612,상암월드컵파크6.7단지,126.8806238,37.58105871
b000008,113900016,마포18,1,113900315,14612,상암월드컵파크6.7단지,126.8806238,37.58105871
b000009,117900012,금천11-1,1,117900193,18857,산기슭공원,126.906723,37.463855
b000010,117900010,금천11,1,117900193,18857,산기슭공원,126.906723,37.463855
b000011,116900004,구로11,1,116900094,17474,대림역4번출구,126.894201,37.494421
b000012,116900003,구로10,1,116900094,17474,대림역4번출구,126.894201,37.494421
b000013,116900007,구로09,1,116900095,17475,동아1차APT105동,126.882003,37.510083
b000014,100100192,2113,1,106000319,7418,중랑공영차고지.신내역,127.1027997,37.61354475
b000015,100100264,5530,1,225000180,40619,군포공영차고지,126.9253683,37.33192241
b000016,100100574,541,1,225000180,40619,군포공영차고지,126.9253683,37.33192241
b000017,100100265,5531,1,225000180,40619,군포공영차고지,126.9253683,37.33192241
b000018,100100279,5623,1,225000180,40619,군포공영차고지,126.9253683,37.33192241
b000019,100100251,5513,1,120000173,21275,제2공학관,126.95205,37.448828
b000020,100100423,6016,1,121000521,22813,서울교육대앞,127.0145108,37.48784332
b000021,100100030,151,1,108000014,9102,우이동도선사입구.북한산우이역,127.012719,37.662647
b000022,100100032,163,1,108000014,9102,우이동도선사입구.북한산우이역,127.012719,37.662647
b000023,100100006,101,1,108000014,9102,우이동도선사입구.북한산우이역,127.012719,37.662647
b000024,100100610,N15,1,108000016,9104,우이동성원아파트,127.013357,37.662045
b000025,100100118,753,1,111000299,12390,구산동사거리,126.9122339,37.61427123
b000026,123000009,Jan-00,1,124000039,25139,고덕역,127.155862,37.555437
b000027,100100508,6300,1,124000039,25139,고덕역,127.155862,37.555437
b000028,100100260,5524,1,120000444,21809,난곡종점,126.9192838,37.46411007
b000029,100100062,401,1,123000586,24460,서울버스종점,127.1369279,37.4806082
b000030,100100051,301,1,123000586,24460,서울버스종점,127.1369279,37.4806082
b000031,100100612,3426,1,123000586,24460,서울버스종점,127.1369279,37.4806082
b000032,124000011,6105,1,115000600,16857,김포공항국제선,126.801935,37.56570601
b000033,109900005,도봉09,1,109000179,10265,창동역동측(도봉방면),127.0499898,37.65397438
b000034,109900006,도봉08,1,109000179,10265,창동역동측(도봉방면),127.0499898,37.65397438
b000035,100100309,6632,1,115000321,16435,개화역광역환승센터,126.797978,37.57822
b000036,115000008,N65,1,115000321,16435,개화역광역환승센터,126.797978,37.57822
b000037,100100318,6645,1,115000321,16435,개화역광역환승센터,126.797978,37.57822
b000038,100100090,605,1,115000321,16435,개화역광역환승센터,126.797978,37.57822
b000039,100100316,6642,1,115000321,16435,개화역광역환승센터,126.797978,37.57822
b000040,100100586,N26,1,115000321,16435,개화역광역환승센터,126.797978,37.57822
b000041,100100308,6631,1,115000321,16435,개화역광역환승센터,126.797978,37.57822
b000042,100100086,601,1,115000321,16435,개화역광역환승센터,126.797978,37.57822
b000043,115000010,N64,1,115000321,16435,개화역광역환승센터,126.797978,37.57822
b000044,100100389,9401,1,206000498,7476,구미동차고지앞,127.1060252,37.34229196
b000045,107000005,9409,1,206000498,7476,구미동차고지앞,127.1060252,37.34229196
b000046,100100392,9408,1,206000498,7476,구미동차고지앞,127.1060252,37.34229196
b000047,115000002,6707B,1,129000083,92641,인천공항T1-1층,126.4513105,37.44879899
b000048,115000004,강남방면,1,129000083,92641,인천공항T1-1층,126.4513105,37.44879899
b000049,100100571,6704,1,129000083,92641,인천공항T1-1층,126.4513105,37.44879899
b000050,115000003,강북방면,1,129000083,92641,인천공항T1-1층,126.4513105,37.44879899
b000051,100100358,7727,1,219000698,36299,설문동,126.7906902,37.71630638
b000052,103900005,성동07,1,103900142,4502,대우아파트관리실,127.019985,37.546215
b000053,103900014,성동15,1,103900142,4502,대우아파트관리실,127.019985,37.546215
b000054,103900001,성동09,1,103900149,4501,극동아파트5동,127.011079,37.54315954
b000055,108900013,강북08,1,108900250,9920,두산위브아파트,127.0154199,37.61909483
b000056,110900004,노원01,1,110900074,11577,보람사거리,127.0670672,37.66436871
b000057,112900010,서대문01,1,112900002,13510,삼성빌라,126.933839,37.5956
b000058,112900015,서대문02소,1,112900003,13509,뜨란채아파트101동,126.9587733,37.56583701
b000059,112900011,서대문04,1,112900004,13508,궁동근린공원입구,126.9241991,37.56957653
b000060,112900007,서대문06,1,112900005,13506,두산아파트,126.9492611,37.55912016
b000061,112900013,서대문09소,1,112900007,13503,풍진베이스타운.안산자락길입구,126.943324,37.582426
b000062,112900005,서대문13,1,112900116,13501,홍은동국민주택,126.949851,37.605675
b000063,112900006,서대문11,1,112900116,13501,홍은동국민주택,126.949851,37.605675
b000064,112900004,서대문03,1,112900141,13891,홍은2동주민센터,126.9344518,37.58041378
b000065,112900014,서대문02대,1,112900157,13934,뜨란채아파트101동,126.958565,37.56585496
b000066,112900009,서대문05,1,112900180,13507,북아현삼거리,126.9529748,37.56480507
b000067,112900012,서대문09대,1,112900199,13589,가산빌라,126.9360671,37.58488227
b000068,112900003,서대문07,1,112900205,13505,개미마을,126.9539148,37.58979768
b000069,112900001,서대문10,1,112900218,13502,백련사,126.9285294,37.58483559
b000070,112900008,서대문14,1,112900227,13500,정원슈퍼,126.9317244,37.58643602
b000071,113900005,마포02,1,113900112,14765,청암대,126.9479213,37.5357713
b000072,113900013,마포08,1,113900215,14987,월드컵파크7단지,126.879876,37.580411
b000073,113900014,마포15,1,113900215,14987,월드컵파크7단지,126.879876,37.580411
b000074,113900004,마포11,1,113900230,14989,신촌역,126.935896,37.554288
b000075,113900008,마포10,1,113900230,14989,신촌역,126.935896,37.554288
b000076,113900003,마포12,1,113900230,14989,신촌역,126.935896,37.554288
b000077,113900006,마포14,1,113900236,14988,창전삼성아파트110동,126.928352,37.549935
b000078,113900007,마포13,1,113900249,14979,신촌역,126.9359752,37.55469925
b000079,115000007,654,1,115000037,16133,방화도시7단지.국립국어원,126.813355,37.579305
b000080,100100306,6629,1,115000037,16133,방화도시7단지.국립국어원,126.813355,37.579305
b000081,100100098,651,1,115000037,16133,방화도시7단지.국립국어원,126.813355,37.579305
b000082,100100095,642,1,115000037,16133,방화도시7단지.국립국어원,126.813355,37.579305
b000083,115000005,6648,1,115000037,16133,방화도시7단지.국립국어원,126.813355,37.579305
b000084,100100418,6011,1,110000657,11861,인덕대학,127.0551905,37.62792256
b000085,119900024,동작21,1,119900298,20885,달마사,126.960694,37.499535
b000086,121900013,서초13,1,121900258,22937,이수역2번출구,126.98242,37.48721
b000087,121900010,서초14,1,121900258,22937,이수역2번출구,126.98242,37.48721
b000088,121900002,서초08,1,121900300,22099,서울추모공원,127.0428812,37.45426839
b000089,121900015,서초18-1,1,121900307,22655,LH5단지,127.024081,37.45950105
b000090,121900004,서초20,1,121900313,22526,서초더샵포레,127.0636983,37.45471003
b000091,122900001,강남07,1,122900035,23532,서울의료원후문,127.0670298,37.51285422
b000092,122900002,강남05,1,122900052,23533,구룡마을,127.061071,37.476907
b000093,122900007,강남06-1,1,122900074,23995,리엔파크4단지.강남데시앙파크,127.101871,37.461224
b000094,122900010,강남06-2,1,122900074,23995,리엔파크4단지.강남데시앙파크,127.101871,37.461224
b000095,122900005,강남06,1,122900078,23946,세곡푸르지오,127.094527,37.466836
b000096,122900006,강남02,1,122900087,23863,강남구민체육관,127.053878,37.47599
b000097,122900004,강남03,1,122900096,23963,강남데시앙포레정문,127.089059,37.481418
b000098,103900003,성동01,1,103900218,4872,옥수역4번출구,127.0176125,37.54181185
b000099,115900002,강서06,1,115900164,16568,벽산아파트,126.836678,37.575737
b000100,115900005,강서05,1,115900201,16975,강서농수산물도매시장,126.818103,37.553498
b000101,115900006,강서01,1,115900214,16489,약수터,126.8516393,37.53877765
b000102,117900011,금천10,1,117900085,18546,독산역,126.8878422,37.46648253
b000103,117900008,금천01,1,117900113,18511,독산역,126.8892263,37.46700017
b000104,117900006,금천02,1,117900119,18504,벽산3단지,126.917506,37.453382
b000105,117900001,금천05,1,117900120,18502,독산한신코아.한신아파트,126.88771,37.45657923
b000106,117900009,금천09,1,117900120,18502,독산한신코아.한신아파트,126.88771,37.45657923
b000107,117900007,금천07,1,117900121,18501,시흥1동공영주차장.금천노인종합복지관,126.8968969,37.45131521
b000108,117900004,금천06,1,117900121,18501,시흥1동공영주차장.금천노인종합복지관,126.8968969,37.45131521
b000109,100100478,3317,1,123000197,24287,비호아파트,127.15409,37.492178
b000110,123000003,8335,1,123000198,24288,남한산성입구,127.157155,37.490972
b000111,124000010,8331,1,123000209,24299,마천동사거리,127.146632,37.498527
b000112,122900003,강남01,1,122000337,23449,일원동한솔아파트,127.079314,37.482544
b000113,100100225,3413,1,124000344,25341,강동공영차고지,127.174627,37.564251
b000114,100100223,3411,1,124000344,25341,강동공영차고지,127.174627,37.564251
b000115,100100611,2312,1,124000344,25341,강동공영차고지,127.174627,37.564251
b000116,124000039,3323,1,124000344,25341,강동공영차고지,127.174627,37.564251
b000117,124900001,강동05,1,124000344,25341,강동공영차고지,127.174627,37.564251
b000118,124000030,2312A,1,124000344,25341,강동공영차고지,127.174627,37.564251
b000119,100100212,3212,1,124000344,25341,강동공영차고지,127.174627,37.564251
b000120,100100224,3412,1,124000344,25341,강동공영차고지,127.174627,37.564251
b000121,100100061,370,1,124000344,25341,강동공영차고지,127.174627,37.564251
b000122,100100498,3318,1,124000344,25341,강동공영차고지,127.174627,37.564251
b000123,100100582,351,1,124000344,25341,강동공영차고지,127.174627,37.564251
b000124,124000038,342,1,124000344,25341,강동공영차고지,127.174627,37.564251
b000125,100100055,340,1,124000344,25341,강동공영차고지,127.174627,37.564251
b000126,117900005,금천08,1,117900130,18856,난곡중학교,126.911018,37.477083
b000127,117900003,금천03,1,117900140,18503,가산디지털단지역,126.882956,37.481315
b000128,124000035,N13B,1,123000215,24305,복정역1번출구,127.1271368,37.47232366
b000129,100100297,6614,1,114000271,15378,양천공영차고지,126.837646,37.508701
b000130,100100106,703,1,229001041,63910,자이안트부대,126.7973161,37.85596717
b000131,116000001,8552,1,120000109,21211,신림복지관앞,126.9196774,37.46528249
b000132,100000015,N854,1,121000167,22243,전원마을.남태령역2번출구,126.988314,37.465494
b000133,124000033,N15A,1,121000167,22243,전원마을.남태령역2번출구,126.988314,37.465494
b000134,100100152,1137,1,110000093,11193,온곡중학교.노원중앙도서관,127.064485,37.659298
b000135,100100007,102,1,110000093,11193,온곡중학교.노원중앙도서관,127.064485,37.659298
b000136,100100593,N13,1,110000093,11193,온곡중학교.노원중앙도서관,127.064485,37.659298
b000137,100100145,1129,1,110000100,11200,상계현대2차아파트,127.0509549,37.67171784
b000138,100100302,6624,1,114000197,15301,국립과학수사연구소.고강동종점,126.8257795,37.52345522
b000139,114900004,관악11,1,120000412,21851,봉천역,126.9416183,37.48313729
b000140,100100439,5538,1,120000412,21851,봉천역,126.9416183,37.48313729
b000141,124000013,6103,1,122000723,23801,코엑스도심공항,127.058892,37.509275
b000142,100100083,540,1,225000180,40619,군포공영차고지,126.9253683,37.33192241
b000143,108900006,강북01,1,108900151,9506,아카데미하우스.통일교육원,127.0020125,37.64204009
b000144,108900003,강북03,1,108900152,9504,빨래골,127.010183,37.627439
b000145,108900005,강북04,1,108900153,9503,연일슈퍼,127.030351,37.62890113
b000146,108900008,강북05,1,108900154,9502,번동초교.솔그린APT.하나은행,127.0395643,37.62899212
b000147,108900011,강북10-1,1,108900158,9501,미송경로당,127.0127201,37.62417727
b000148,108900009,강북10,1,108900158,9501,미송경로당,127.0127201,37.62417727
b000149,100100349,7713,1,112000122,13205,연희파크푸르지오앞,126.9280833,37.57574802
b000150,100100081,506,1,120000043,21144,신성초등학교,126.937427,37.471078
b000151,119900020,동작03,1,119900073,20513,신대방삼거리역,126.928182,37.4999673
b000152,119900014,동작06,1,119900075,20511,이수역,126.9806262,37.48500144
b000153,119900009,동작08,1,119900076,20510,행복유치원,126.9408686,37.496166
b000154,119900019,동작09,1,119900077,20509,대림현대아파트,126.9724841,37.48615684
b000155,119900013,동작02,1,119900078,20507,사자암,126.936319,37.49376893
b000156,119900011,동작11,1,119900078,20507,사자암,126.936319,37.49376893
b000157,119900008,동작19,1,119900078,20507,사자암,126.936319,37.49376893
b000158,119900021,동작12,1,119900079,20506,상도4동성문교회,126.9395008,37.49865999
b000159,119900007,동작01,1,119900080,20505,달마사,126.960569,37.500332
b000160,119900001,동작20,1,119900081,20504,자이아파트정문앞,126.9627803,37.48913684
b000161,119900010,동작15,1,119900081,20504,자이아파트정문앞,126.9627803,37.48913684
b000162,119900017,동작16,1,119900082,20503,삼성래미안.롯데캐슬,126.97115,37.489628
b000163,119900018,동작07,1,119900082,20503,삼성래미안.롯데캐슬,126.97115,37.489628
b000164,119900004,서초17,1,119900083,20500,사당역10번출구,126.9815811,37.47868741
b000165,119900012,동작14,1,119900086,20917,동양아파트,126.959859,37.499561
b000166,119900006,동작10,1,119900156,20508,노들역.노량진교회,126.954474,37.512428
b000167,100100124,17,1,102000271,3689,청암자이아파트,126.947027,37.534535
b000168,100100584,6010,1,105000472,4781,왕십리역,127.0369827,37.56105361
b000169,124000026,N61B,1,110000688,11555,상계초등학교,127.0658405,37.65767709
b000170,122000003,01-Jan,1,107000507,8967,고려대역.숭례초교,127.0360345,37.59489256
b000171,119900015,동작18,1,119900256,20502,극동상가,126.9740958,37.49168729
b000172,119900016,동작17,1,119900256,20502,극동상가,126.9740958,37.49168729
b000173,100100202,2227,1,106000469,7462,중랑공영차고지삼거리,127.104668,37.612974
b000174,100100598,2115,1,106000469,7462,중랑공영차고지삼거리,127.104668,37.612974
b000175,100100042,260,1,106000469,7462,중랑공영차고지삼거리,127.104668,37.612974
b000176,100100391,9404,1,206000125,59625,LG트윈하우스,127.1096038,37.33571091
b000177,102900001,마포01,1,102000211,3305,산천동리버힐삼성아파트,126.9511923,37.53450034
b000178,100100003,5,1,102000226,3320,남산서울타워,126.991197,37.551016
b000179,100100514,90S투어,1,100000357,2632,코리아나호텔,126.9767658,37.56837579
b000180,100100317,6643,1,115000158,16255,증미역.강서소방서,126.861431,37.557866
b000181,100100357,7726,1,218000604,35450,덕은동종점,126.8748583,37.58093599
b000182,100100114,750A,1,218000604,35450,덕은동종점,126.8748583,37.58093599
b000183,100100537,740,1,218000604,35450,덕은동종점,126.8748583,37.58093599
b000184,100100348,7711,1,218000604,35450,덕은동종점,126.8748583,37.58093599
b000185,108000001,8551,1,120000156,21258,봉천역,126.9420825,37.48302172
b000186,100100370,8111,1,108000123,9211,수유중학교혜화여고,127.013588,37.63211
b000187,100100031,152,1,108000123,9211,수유중학교혜화여고,127.013588,37.63211
b000188,107900004,성북12,1,107000255,8353,월곡중학교,127.0478487,37.60623486
b000189,100100183,1226,1,107000255,8353,월곡중학교,127.0478487,37.60623486
b000190,100100597,405,1,121000289,22367,염곡동구룡사,127.047211,37.468475
b000191,100100596,400,1,121000289,22367,염곡동구룡사,127.047211,37.468475
b000192,100100604,4211,1,121000289,22367,염곡동구룡사,127.047211,37.468475
b000193,100100409,421,1,121000289,22367,염곡동구룡사,127.047211,37.468475
b000194,100100605,463,1,121000289,22367,염곡동구룡사,127.047211,37.468475
b000195,111000013,775,1,229001097,63212,서울여객금촌차고지,126.7657111,37.76466076
b000196,100100373,6101,1,109000180,10266,창동역동측(노원방면),127.050183,37.653635
b000197,100100178,1221,1,110000308,11409,중계본동종점,127.083058,37.644643
b000198,100100105,702B용두초교,1,218000558,35142,용두사거리,126.881512,37.63127183
b000199,100100104,702A서오릉,1,218000558,35142,용두사거리,126.881512,37.63127183
b000200,100100047,271,1,106000101,7195,용마문화복지센터,127.0953482,37.5863677
b000201,100100175,1213,1,106000101,7195,용마문화복지센터,127.0953482,37.5863677
b000202,100100188,2013,1,106000101,7195,용마문화복지센터,127.0953482,37.5863677
b000203,122000008,271B,1,106000101,7195,용마문화복지센터,127.0953482,37.5863677
b000204,124000025,N62B,1,106000104,7198,중화중학교.다문화가족지원센터,127.0941651,37.58475479
b000205,100100330,6712,1,115000037,16133,방화도시7단지.국립국어원,126.813355,37.579305
b000206,100100495,672,1,115000037,16133,방화도시7단지.국립국어원,126.813355,37.579305
b000207,100100184,1227,1,110000327,11428,한성여객종점,127.070056,37.63813
b000208,100100549,100,1,110000327,11428,한성여객종점,127.070056,37.63813
b000209,122900008,강남08,1,122000011,23111,신사역1번출구,127.0218267,37.51679281
b000210,118900002,영등포07,1,118000168,19253,대방역,126.9237906,37.51276936
b000211,118900003,영등포06,1,118000168,19253,대방역,126.9237906,37.51276936
b000212,100100002,3,1,101000033,2128,시청앞,126.976443,37.562197
b000213,101000004,7475,1,101000039,2137,서울신문사,126.9773647,37.56836329
b000214,114000001,6649,1,116000361,17834,신도림역,126.889775,37.510557
b000215,122900009,강남10,1,122000385,23508,개포4단지7단지,127.072767,37.487433
b000216,100100131,1020,1,107000070,8160,정릉북한산국립공원입구,126.999296,37.617721
b000217,100100015,110B국민대,1,107000070,8160,정릉북한산국립공원입구,126.999296,37.617721
b000218,100100016,110A고려대,1,107000070,8160,정릉북한산국립공원입구,126.999296,37.617721
b000219,100100133,1113,1,107000071,8161,정릉산장아파트,127.003343,37.616712
b000220,100100034,162,1,107000071,8161,정릉산장아파트,127.003343,37.616712
b000221,100100022,143,1,107000071,8161,정릉산장아파트,127.003343,37.616712
b000222,123000008,20-Jan,1,122000605,23812,역삼역,127.0348445,37.50037703
b000223,100100509,6020,1,122000605,23812,역삼역,127.0348445,37.50037703
b000224,124000034,4318B,1,123000019,24105,풍납1동동아한가람아파트,127.114445,37.537019
b000225,121900008,서초02,1,121900135,22897,교대역6번출구,127.0137374,37.49417187
b000226,124900003,강동02,1,124900026,25501,가래여울,127.1688783,37.57651372
b000227,120900004,관악06,1,120900066,21504,보명사.법화사,126.9248319,37.47607349
b000228,120900005,관악01,1,120900077,21508,봉천역,126.940902,37.483597
b000229,100100253,5516,1,120000452,21841,신림2동차고지,126.938321,37.470982
b000230,100100076,500,1,208000037,18777,석수역(중),126.9033765,37.43355165
b000231,100100165,1155,1,222000625,42106,수락산입구.동부거성아파트,127.1125963,37.70799826
b000232,124000016,N6000,1,161000324,92604,인천공항4B.T1-1층,126.4529707,37.44923631
b000233,124000015,N6001,1,161000324,92604,인천공항4B.T1-1층,126.4529707,37.44923631
b000234,100100274,5617,1,117000132,18219,범일운수종점,126.91173,37.450409
b000235,100100269,5537,1,117000132,18219,범일운수종점,126.91173,37.450409
b000236,117000002,N51,1,117000132,18219,범일운수종점,126.91173,37.450409
b000237,100100278,5621,1,117000133,18220,삼익아파트앞,126.909455,37.462545
b000238,100100329,6657,1,114000395,15718,양천공영차고지,126.8374185,37.5084115
b000239,100100453,6613,1,114000395,15718,양천공영차고지,126.8374185,37.5084115
b000240,100100300,6620,1,114000395,15718,양천공영차고지,126.8374185,37.5084115
b000241,100100304,6627,1,114000395,15718,양천공영차고지,126.8374185,37.5084115
b000242,100100576,6516,1,114000395,15718,양천공영차고지,126.8374185,37.5084115
b000243,100100294,6514,1,114000395,15718,양천공영차고지,126.8374185,37.5084115
b000244,100100096,643,1,114000395,15718,양천공영차고지,126.8374185,37.5084115
b000245,100100601,6640A,1,114000395,15718,양천공영차고지,126.8374185,37.5084115
b000246,100100602,6640B,1,114000395,15718,양천공영차고지,126.8374185,37.5084115
b000247,116000002,6615,1,114000395,15718,양천공영차고지,126.8374185,37.5084115
b000248,100100451,6716,1,114000395,15718,양천공영차고지,126.8374185,37.5084115
b000249,100100301,6623,1,114000395,15718,양천공영차고지,126.8374185,37.5084115
b000250,100100521,6515,1,114000395,15718,양천공영차고지,126.8374185,37.5084115
b000251,100100589,N61,1,114000395,15718,양천공영차고지,126.8374185,37.5084115
b000252,123000006,06-Jan,1,123000536,24610,장미아파트,127.101971,37.51735
b000253,120900003,관악03,1,120900078,21507,국사봉,126.941744,37.491065
b000254,120900009,관악04,1,120900079,21506,GS편의점.소망유통,126.9686577,37.46931873
b000255,120900010,관악05,1,120900080,21505,현대아파트후문,126.9304689,37.47525514
b000256,120900006,관악07,1,120900081,21503,청림동푸르지오아파트121동앞,126.9606641,37.48558671
b000257,120900007,관악08,1,120900082,21502,난향동공영차고지,126.9189073,37.46347841
b000258,120900008,관악02,1,120900119,21785,낙성대역,126.9619752,37.47707918
b000259,120900002,관악10,1,120900083,21501,아카시아마을.민방위교육장,126.911063,37.47207654
b000260,101900001,성동05,1,101900001,2518,응봉근린공원.금호산,127.016922,37.553522
b000261,103900009,성동12,1,101900020,2522,중구청소년센터.남산타운2상가,127.012175,37.551906
b000262,102900003,용산01,1,102900009,3502,순천향병원,127.003953,37.533377
b000263,102900004,용산03,1,102900010,3500,하얏트호텔,126.9969933,37.54066038
b000264,103900004,성동02,1,103900211,4836,마장동현대아파트,127.043027,37.570169
b000265,106900001,중랑01,1,106900019,7501,중화동종점,127.0825318,37.60006038
b000266,106900002,중랑02,1,106900021,7500,진로아파트앞.종점,127.1019812,37.58764536
b000267,108900001,강북11,1,108900004,9893,현대백화점.E마트.빅토리아호텔,127.0304771,37.61017927
b000268,108900004,강북09,1,108900004,9893,현대백화점.E마트.빅토리아호텔,127.0304771,37.61017927
b000269,108900007,강북06,1,108900017,9873,강북보건소앞.번2동주민센터,127.0376226,37.63165635
b000270,108900002,강북02,1,108900022,9505,본원정사,127.0063794,37.63810131
b000271,100100099,652,1,114000270,15377,신월동기점,126.838662,37.529577
b000272,111900010,은평10,1,111901114,12856,숭실고등학교,126.903749,37.592443
b000273,102900002,용산02,1,102900065,3501,한신아파트,126.9866957,37.53898273
b000274,100100517,6030,1,102900075,3526,몬드리안서울이태원,126.9926264,37.52853051
b000275,104900005,광진01,1,104900058,5504,정보도서관,127.1104622,37.55024867
b000276,104900003,광진02,1,104900059,5503,긴고랑종점,127.0960429,37.56219447
b000277,105900002,동대문02,1,105900027,6502,회기역,127.0577964,37.58993424
b000278,105900003,동대문01,1,105900027,6502,회기역,127.0577964,37.58993424
b000279,105900006,동대문03,1,105900028,6501,가든아파트.수사연구소,127.072077,37.58455
b000280,105900001,동대문05,1,105900043,6500,답십리역,127.0531915,37.56676846
b000281,100100458,462,1,123000605,24655,송파공영차고지,127.1310687,37.46876888
b000282,100100461,407,1,123000605,24655,송파공영차고지,127.1310687,37.46876888
b000283,105900004,성북20,1,105900002,6591,고려대역3번출구,127.0365261,37.59048339
b000284,105900005,성북21,1,105900002,6591,고려대역3번출구,127.0365261,37.59048339
b000285,100900010,종로03,1,100900039,1506,낙산공원,127.0087216,37.58040372
b000286,100100001,01A,1,101000331,2291,남산예장버스환승주차장,126.989029,37.560033
b000287,113000002,452,1,123000661,24506,복정역환승센터4번승강장,127.12764,37.469822
b000288,100100454,361,1,123000661,24506,복정역환승센터4번승강장,127.12764,37.469822
b000289,100100579,3420,1,123000661,24506,복정역환승센터4번승강장,127.12764,37.469822
b000290,124000036,345,1,123000661,24506,복정역환승센터4번승강장,127.12764,37.469822
b000291,100100496,333,1,123000661,24506,복정역환승센터4번승강장,127.12764,37.469822
b000292,107000002,343,1,123000661,24506,복정역환승센터4번승강장,127.12764,37.469822
b000293,100100459,440,1,123000661,24506,복정역환승센터4번승강장,127.12764,37.469822
b000294,106000003,N840,1,120000671,22026,남태령역,126.9880882,37.46569518
b000295,100100237,4318,1,120000671,22026,남태령역,126.9880882,37.46569518
b000296,100100427,4319,1,120000671,22026,남태령역,126.9880882,37.46569518
b000297,100100234,4212,1,120000671,22026,남태령역,126.9880882,37.46569518
b000298,104000012,411,1,102000317,3120,서울드래곤시티,126.96306,37.53216
b000299,111900009,은평09,1,111901113,12833,대림e편한세상1단지,126.906143,37.612225
b000300,113900012,마포06,1,113900300,14497,홍대입구역,126.9236679,37.55732547
b000301,113900011,마포05,1,113900301,14498,홍대입구역,126.923439,37.557726
b000302,113900002,마포03,1,113900302,14499,아현전철역,126.956245,37.557136
b000303,117900002,금천04,1,213000443,38516,성채안로입구삼거리(마을),126.8855596,37.43604157
b000304,107900015,성북15,1,107900001,8449,고려아파트,127.0272458,37.59856235
b000305,100100070,441,1,226000109,60101,월암종점,126.9563755,37.30237501
b000306,100100410,502,1,226000109,60101,월암종점,126.9563755,37.30237501
b000307,113900001,마포17,1,113900296,14491,공덕시장,126.9541673,37.54438686
b000308,116900006,구로07,1,116900277,17601,오류동역2번출구,126.84379,37.493629
b000309,100100603,542,1,225000249,40163,부곡버스공영차고지,126.929348,37.32097256
b000310,100100280,5624,1,225000249,40163,부곡버스공영차고지,126.929348,37.32097256
b000311,104000009,111,1,207000427,8354,민락엘레트19단지후문,127.1180314,37.74963953
b000312,100100012,107,1,207000427,8354,민락엘레트19단지후문,127.1180314,37.74963953
b000313,100900005,종로08,1,100900040,1503,명륜3가종점,126.9928637,37.59094838
b000314,100900003,종로09,1,100900041,1502,수성동계곡,126.964469,37.582082
b000315,100900009,종로12,1,100900042,1887,서울대학교병원현관.암병원현관,126.9981568,37.57895147
b000316,100900011,종로05,1,100900044,1505,서대문3번출구,126.966397,37.566336
b000317,100900001,종로06,1,100900047,1500,평창파출소,126.9668167,37.60568122
b000318,100900002,종로13,1,100900047,1500,평창파출소,126.9668167,37.60568122
b000319,107000004,8003,1,100900047,1500,평창파출소,126.9668167,37.60568122
b000320,100900006,종로01,1,100900092,1570,아름다운가게.정독도서관,126.985123,37.57895
b000321,100900007,종로11,1,100900178,1501,삼청공원,126.9816469,37.58822768
b000322,100900004,종로07,1,100900197,1504,명륜새마을금고,126.996798,37.587785
b000323,100900008,종로02,1,100900204,1881,성균관대학교,126.9900036,37.58846387
b000324,100100082,507,1,117000084,18170,석수역,126.9033112,37.43552416
b000325,103900002,성동08,1,103900003,4764,금호역,127.0164273,37.54842402
b000326,103900007,성동06,1,103900021,4503,두산아파트정문.금호역,127.0168427,37.54853119
b000327,103900011,성동03-1,1,103900022,4504,신금호역,127.0204908,37.55459318
b000328,103900006,성동03,1,103900022,4504,신금호역,127.0204908,37.55459318
b000329,100100419,6012,1,111000915,12608,구파발역.롯데몰,126.918503,37.637573
b000330,108000003,1125A,1,108000062,9150,북부시장입구,127.031872,37.635428
b000331,100100177,1218,1,108000062,9150,북부시장입구,127.031872,37.635428
b000332,100100159,1144,1,110000327,11428,한성여객종점,127.070056,37.63813
b000333,100100164,1154,1,110000327,11428,한성여객종점,127.070056,37.63813
b000334,100100138,1120,1,110000327,11428,한성여객종점,127.070056,37.63813
b000335,100100205,2234,1,106000319,7418,중랑공영차고지.신내역,127.1027997,37.61354475
b000336,100100407,240,1,106000319,7418,중랑공영차고지.신내역,127.1027997,37.61354475
b000337,124000028,N26A,1,106000319,7418,중랑공영차고지.신내역,127.1027997,37.61354475
b000338,100100190,2015,1,106000319,7418,중랑공영차고지.신내역,127.1027997,37.61354475
b000339,100100186,2012,1,106000319,7418,중랑공영차고지.신내역,127.1027997,37.61354475
b000340,100100044,262,1,106000319,7418,중랑공영차고지.신내역,127.1027997,37.61354475
b000341,104000010,2416,1,106000319,7418,중랑공영차고지.신내역,127.1027997,37.61354475
b000342,111000019,2236,1,106000319,7418,중랑공영차고지.신내역,127.1027997,37.61354475
b000343,100100049,273,1,106000319,7418,중랑공영차고지.신내역,127.1027997,37.61354475
